VIN,County,City,State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJSA1DP4D,Chelan,Zillah,,2016,BMW,3 Series,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,190.4,47748.27,34,190827251,POINT (-120.6860209 47.7095564),PACIFICORP,53023487906.5
5YJSA1H10E,Yakima,Bothell,,2015,Chevrolet,Monte Carlo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,167.3,44590.06,16,157750980,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53027643858.2
KNDJX3AE8G,King,Zillah,,2013,Chevrolet,Camaro,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,155.1,82220.36,15,143858023,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53021782091.9
5YJSA1H27E,Snohomish,Bothell,,2014,Dodge,Charger,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,155.1,55350.99,20,190340548,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53068410209.8
5YJSA1H11E,Snohomish,Port Orchard,,2015,GMC,3500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,124.3,74174.79,49,130547410,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53064458866.7
5YJSA1H10E,Chelan,Port Orchard,,2014,Pontiac,Torrent,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,141.0,87585.05,39,148803674,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53059914460.8
5YJSA1H11E,Kitsap,Leavenworth,,2015,Plymouth,Voyager,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,251.8,103170.06,30,174238886,POINT (-122.6064912 47.5236145),PACIFICORP,53035775898.5
5YJSA1H11E,Chelan,Leavenworth,,2013,Toyota,4Runner,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,112.1,53939.96,36,136923339,POINT (-122.206146 47.839957),PACIFICORP,53035904151.2
KNDJX3AE8G,Snohomish,Auburn,,2013,Audi,RS6,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,191.7,40692.32,16,159836484,POINT (-120.6860209 47.7095564),PACIFICORP,53065189275.6
5YJSA1H11E,Chelan,Yakima,,2016,GMC,Acadia,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,184.7,46486.4,5,138169885,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53053381645.7
5YJSA1H11E,Snohomish,Yakima,,2013,Nissan,NV2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,198.2,76930.93,3,163898344,POINT (-122.6064912 47.5236145),PACIFICORP,53065244493.9
5YJSA1H27E,Kitsap,Yakima,,2013,Volvo,960,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,121.7,59722.26,7,159832898,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53035677850.6
KNDJX3AE8G,King,Zillah,,2014,Cadillac,CTS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,213.8,35450.0,24,153002739,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53032769853.0
KNDJX3AE8G,Yakima,Leavenworth,,2014,Pontiac,GTO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,172.4,54360.24,22,169299679,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53057114830.8
KNDJX3AE8G,Snohomish,Port Orchard,,2015,Lexus,SC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,235.3,108523.5,29,176529969,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53047063403.9
5YJSA1H27E,King,Bothell,GP,2014,Lamborghini,Countach,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,96.6,64065.73,19,148794109,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53034460545.4
5YJSA1H27E,Yakima,Yakima,,2015,Mitsubishi,Galant,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,131.3,81649.02,13,140673286,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53052264095.7
5YJSA1H27E,Yakima,Yakima,COA,2014,Pontiac,Firebird,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,232.3,88704.8,24,178582057,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53030551872.1
5YJSA1H11E,Chelan,Zillah,,2016,Mazda,626,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,202.4,47257.17,4,189335741,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53051660877.4
5YJSA1DP4D,Kitsap,Zillah,,2015,Cadillac,Catera,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,165.3,48895.94,38,128732908,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53071829209.1
KNDJX3AE8G,Kitsap,Bothell,,2015,Suzuki,Sidekick,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.5,82121.61,45,170242800,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53038847170.3
5YJSA1H11E,Chelan,Bothell,,2016,Infiniti,G,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.7,79814.59,25,150143990,POINT (-120.611068 46.596645),PACIFICORP,53039817843.8
5YJSA1DP4D,Snohomish,Zillah,,2016,GMC,2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,112.8,110151.05,19,180103312,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53053263747.1
5YJSA1H11E,King,Leavenworth,,2015,Volkswagen,Eurovan,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103.7,93654.37,21,185886390,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53037763785.0
5YJSA1H11E,Snohomish,Leavenworth,,2016,Mercedes-Benz,G-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,121.0,77601.93,18,138999236,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53024338842.0
5YJSA1DP4D,Chelan,Zillah,A8,2014,Saturn,Astra,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,166.6,40778.16,47,168824598,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53041609909.1
5YJSA1H27E,Kitsap,Leavenworth,,2015,GMC,Safari,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,186.8,81974.81,14,191036665,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53068105843.2
5YJSA1DP4D,Kitsap,Leavenworth,05,2014,Dodge,Ram 2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,253.2,73289.5,23,178241534,POINT (-122.6064912 47.5236145),PACIFICORP,53046714709.1
5YJSA1DP4D,King,Port Orchard,,2015,Ford,E-Series,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,172.3,51494.3,42,141619806,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53048813995.6
5YJSA1DP4D,Kitsap,Leavenworth,,2016,Chevrolet,Corvette,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,182.1,85583.61,31,127987725,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53035057465.0
5YJSA1H10E,Kitsap,Leavenworth,,2015,Volkswagen,Passat,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,223.8,49943.38,17,129822926,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53052769024.3
5YJSA1H11E,Yakima,Bothell,12,2015,Honda,Pilot,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,254.2,85390.79,13,175934435,POINT (-122.6064912 47.5236145),PACIFICORP,53069808236.0
5YJSA1DP4D,Snohomish,Auburn,,2016,GMC,Envoy XL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.5,48351.76,31,132561058,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53050595166.9
5YJSA1H11E,Kitsap,Auburn,,2016,Jaguar,XK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153.1,101051.53,2,167649366,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53051231466.3
5YJSA1DP4D,Yakima,Leavenworth,16,2013,GMC,Envoy,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203.8,58312.54,33,146495490,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53075564390.7
5YJSA1DP4D,Kitsap,Yakima,SK,2013,Dodge,Ram,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,101.2,86322.08,43,129859131,POINT (-122.6064912 47.5236145),PACIFICORP,53073556720.4
5YJSA1H27E,Kitsap,Auburn,,2014,Pontiac,Grand Prix,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,112.1,96749.24,4,173936020,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53058288511.9
5YJSA1H10E,Kitsap,Leavenworth,,2013,Buick,Skylark,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.6,82812.62,16,140597160,POINT (-122.6064912 47.5236145),PACIFICORP,53044045599.6
KNDJX3AE8G,Yakima,Auburn,,2016,Land Rover,Discovery,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,229.9,38297.11,18,139417176,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53067319918.6
5YJSA1H10E,Kitsap,Leavenworth,,2016,Mercedes-Benz,S-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,155.6,42550.36,9,135306139,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53031756382.8
KNDJX3AE8G,Snohomish,Bothell,,2014,Dodge,Ram 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,183.8,83350.8,42,175285800,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53070113093.9
5YJSA1H11E,King,Bothell,,2013,BMW,Z4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,212.7,86330.01,2,130235005,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53023809655.2
5YJSA1DP4D,Snohomish,Yakima,,2015,BMW,745,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103.6,46801.24,36,135810457,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53075909268.7
KNDJX3AE8G,Snohomish,Yakima,,2015,Dodge,Intrepid,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,155.7,69090.61,31,180049813,POINT (-122.206146 47.839957),PACIFICORP,53031624858.6
5YJSA1H27E,Yakima,Yakima,,2014,BMW,525,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,128.4,68156.1,17,160754753,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53057718336.9
KNDJX3AE8G,King,Auburn,,2015,Audi,A3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,127.0,69704.21,49,191663849,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53008338143.7
5YJSA1DP4D,Chelan,Auburn,,2016,Ford,Mustang,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,94.7,64507.39,48,141031752,POINT (-120.2658133 46.4063477),PACIFICORP,53051548900.4
5YJSA1H11E,Snohomish,Auburn,,2014,Mitsubishi,Mirage,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,164.5,39502.3,26,152232229,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53063147436.3
5YJSA1DP4D,Snohomish,Bothell,,2015,Cadillac,Eldorado,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,177.2,32139.03,16,188998168,POINT (-120.2658133 46.4063477),PACIFICORP,53065425611.6
5YJSA1H11E,Yakima,Auburn,,2014,Kia,Rio,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,99.0,37600.99,28,144831189,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53053681906.9
5YJSA1H27E,Snohomish,Port Orchard,,2015,Ford,Explorer Sport Trac,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,213.6,61614.51,45,179616491,POINT (-122.6064912 47.5236145),PACIFICORP,53022999292.1
5YJSA1DP4D,Chelan,Zillah,,2015,Dodge,Ram 2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.5,56355.55,43,133701188,POINT (-122.6064912 47.5236145),PACIFICORP,53061970845.9
5YJSA1H27E,Chelan,Zillah,,2014,Ford,Tempo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,264.1,40393.73,8,187224059,POINT (-122.6064912 47.5236145),PACIFICORP,53054092291.8
5YJSA1H11E,Snohomish,Leavenworth,,2015,Chevrolet,Express 2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,221.9,60569.39,6,174376119,POINT (-122.206146 47.839957),PACIFICORP,53016883011.0
5YJSA1DP4D,Kitsap,Bothell,,2016,GMC,Suburban 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,98.9,64582.35,28,157810685,POINT (-122.206146 47.839957),PACIFICORP,53046126228.2
5YJSA1DP4D,King,Port Orchard,13,2013,Audi,S8,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,221.5,43447.74,10,191129548,POINT (-120.611068 46.596645),PACIFICORP,53050520523.7
5YJSA1H27E,Yakima,Leavenworth,,2015,Buick,Skyhawk,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,123.1,58181.73,3,132468781,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53056004723.0
KNDJX3AE8G,King,Leavenworth,S,2015,Oldsmobile,Achieva,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,197.7,49615.06,38,173058001,POINT (-122.206146 47.839957),PACIFICORP,53037833512.3
5YJSA1DP4D,Snohomish,Leavenworth,,2013,GMC,Sierra 2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,187.0,37803.89,42,154506094,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53061730359.6
KNDJX3AE8G,Snohomish,Yakima,13,2013,Dodge,Avenger,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,147.7,39480.23,41,160257966,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53017567013.1
KNDJX3AE8G,Kitsap,Zillah,,2013,Mitsubishi,Lancer Evolution,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,226.0,35832.88,23,138655167,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53025568159.1
KNDJX3AE8G,Chelan,Zillah,,2016,Honda,Fit,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.8,80611.67,25,136077359,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53064810964.5
5YJSA1H27E,Yakima,Zillah,,2013,Ford,F250,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,223.0,52414.97,42,185815198,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53036902104.2
5YJSA1H10E,Snohomish,Bothell,B5,2015,Mazda,Mazdaspeed 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,194.6,82703.87,13,165596742,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53018578780.0
5YJSA1H10E,Kitsap,Auburn,,2013,Toyota,Land Cruiser,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,260.6,50238.28,42,131625430,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53072850204.0
5YJSA1H10E,Chelan,Zillah,,2013,BMW,3 Series,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.5,75449.58,4,186659627,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53040150305.1
5YJSA1H11E,Chelan,Yakima,,2016,Bugatti,Veyron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,231.4,43912.92,3,130210265,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53074520934.1
5YJSA1DP4D,Chelan,Zillah,AB,2016,Pontiac,Grand Prix,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,157.1,51917.01,39,160149707,POINT (-120.6860209 47.7095564),PACIFICORP,53047637541.2
KNDJX3AE8G,Snohomish,Port Orchard,,2016,GMC,Sierra 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,104.6,48440.89,4,134380419,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53060585237.3
KNDJX3AE8G,Kitsap,Bothell,,2013,Mercedes-Benz,S-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,198.2,37376.26,31,191280363,POINT (-122.6064912 47.5236145),PACIFICORP,53027926058.4
KNDJX3AE8G,Kitsap,Port Orchard,,2016,Infiniti,G,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.3,98841.73,43,142728017,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53053908035.8
5YJSA1H11E,Kitsap,Port Orchard,07,2016,Chevrolet,Corvette,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,199.3,101693.29,6,185724747,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53027785115.4
KNDJX3AE8G,Snohomish,Bothell,,2014,Toyota,Land Cruiser,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,221.6,82651.52,29,164605220,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53009745526.6
5YJSA1H27E,King,Port Orchard,,2016,Oldsmobile,LSS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,201.6,41362.69,13,191122373,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53037380782.7
5YJSA1DP4D,King,Yakima,,2013,Pontiac,Bonneville,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,165.7,55317.12,7,175752898,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53036568827.3
5YJSA1H10E,Yakima,Yakima,,2013,Toyota,Camry,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.3,100301.08,23,187947138,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53048952116.7
KNDJX3AE8G,Yakima,Yakima,,2013,Dodge,Ram Van 3500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.8,50075.59,30,146704387,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53055284232.9
5YJSA1DP4D,Yakima,Auburn,,2015,Saab,900,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,237.9,40546.06,41,176637667,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53029525064.4
5YJSA1DP4D,Snohomish,Port Orchard,06,2015,Land Rover,Discovery,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,98.8,50939.31,25,181021238,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53062112714.0
5YJSA1H11E,Snohomish,Port Orchard,B9,2015,Plymouth,Breeze,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,136.2,74541.81,15,153365889,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53041937917.6
5YJSA1H11E,Snohomish,Port Orchard,,2013,Toyota,Celica,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,178.9,86905.23,13,139301129,POINT (-122.6064912 47.5236145),PACIFICORP,53030185649.3
5YJSA1H10E,Chelan,Yakima,,2013,Nissan,280ZX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,147.4,58497.6,25,135624951,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53064652910.9
5YJSA1H27E,Kitsap,Bothell,,2015,Toyota,Celica,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,202.6,95568.75,9,159815494,POINT (-120.6860209 47.7095564),PACIFICORP,53058297597.5
KNDJX3AE8G,Yakima,Yakima,,2014,Toyota,Avalon,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,166.2,104555.08,42,167777161,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53034828101.3
5YJSA1DP4D,King,Bothell,,2014,Chrysler,Imperial,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,137.1,58304.99,34,130433856,POINT (-120.611068 46.596645),PACIFICORP,53030998742.1
5YJSA1H10E,Snohomish,Yakima,,2014,Ford,F-Series Super Duty,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,179.3,99353.77,7,187582231,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53057202984.8
5YJSA1H27E,Snohomish,Zillah,,2016,Jaguar,S-Type,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,129.6,85989.44,8,185735419,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53046548008.2
5YJSA1H11E,King,Auburn,BC,2016,Hyundai,Accent,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170.3,110691.74,32,140799163,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53009541596.0
5YJSA1H10E,Kitsap,Yakima,,2014,Ford,Taurus,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,128.7,58857.97,5,127312180,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53021179674.4
5YJSA1DP4D,Kitsap,Auburn,,2016,Volkswagen,New Beetle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,109.5,107131.6,5,134422680,POINT (-122.6064912 47.5236145),PACIFICORP,53020062439.1
5YJSA1H11E,King,Zillah,,2014,Nissan,Titan,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,159.2,80946.96,17,129932082,POINT (-122.6064912 47.5236145),PACIFICORP,53063128381.4
5YJSA1H11E,Yakima,Leavenworth,,2014,Audi,A5,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,229.2,48353.05,36,164804829,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53021226987.2
5YJSA1DP4D,Snohomish,Port Orchard,11,2015,Chevrolet,Caprice Classic,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111.4,57437.29,32,167567068,POINT (-120.6860209 47.7095564),PACIFICORP,53048187521.1
5YJSA1DP4D,Chelan,Yakima,E,2013,Cadillac,CTS-V,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,191.3,100185.93,46,190540043,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53011029704.3
5YJSA1H11E,Yakima,Zillah,NSW,2015,Hyundai,XG350,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,123.6,77736.19,4,192364201,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53008428404.1
5YJSA1H10E,Yakima,Zillah,QC,2015,Nissan,Rogue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,179.9,72672.5,26,154769475,POINT (-120.611068 46.596645),PACIFICORP,53033561401.5
5YJSA1H27E,King,Auburn,,2014,Bentley,Brooklands,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,212.1,46901.47,37,180546068,POINT (-120.2658133 46.4063477),PACIFICORP,53066159349.6
5YJSA1DP4D,Snohomish,Auburn,,2014,GMC,Safari,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,224.0,97085.1,8,131389962,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53054124862.9
5YJSA1H11E,Snohomish,Port Orchard,,2016,Chevrolet,Suburban 2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,164.5,82482.5,37,131394979,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53028705294.2
KNDJX3AE8G,King,Port Orchard,,2013,Ford,F150,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170.0,67765.17,25,128311526,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53061123059.6
5YJSA1DP4D,Snohomish,Port Orchard,O,2013,Chevrolet,Sportvan G10,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,102.6,54770.46,25,168636858,POINT (-122.206146 47.839957),PACIFICORP,53035703894.7
5YJSA1H10E,King,Zillah,,2013,Ford,Ranger,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,231.9,54853.49,21,173065878,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53025059261.7
5YJSA1DP4D,Chelan,Yakima,,2015,Mazda,Miata MX-5,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,157.4,49966.77,15,161539237,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53016515787.2
5YJSA1H10E,Kitsap,Zillah,,2015,Chevrolet,3500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,225.8,57520.32,36,129801232,POINT (-120.611068 46.596645),PACIFICORP,53039427466.7
5YJSA1H10E,Chelan,Port Orchard,A8,2015,Mercury,Sable,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,248.4,70779.97,9,161679683,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53022282637.5
5YJSA1H11E,Chelan,Bothell,,2013,Mazda,MX-3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,133.9,35481.23,20,131264355,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53024013008.9
5YJSA1H11E,Yakima,Yakima,10,2014,Subaru,Legacy,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,228.0,71009.56,47,142066943,POINT (-120.2658133 46.4063477),PACIFICORP,53036742983.0
5YJSA1H11E,Yakima,Port Orchard,,2014,Toyota,Highlander,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,209.2,77922.15,30,132198027,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53017414471.3
KNDJX3AE8G,Snohomish,Port Orchard,,2013,Volvo,V40,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.4,34593.51,10,135162185,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53068362782.4
