Seat Comfort,Cabin Staff Service,Ground Service,Food & Beverages,Inflight Entertainment,Value For Money,Review Sentiment,Seat_Types_Business Class,Seat_Types_Economy Class,Seat_Types_First Class,Seat_Types_Premium Economy,Type_of_Travellers_Business,Type_of_Travellers_Couple Leisure,Type_of_Travellers_Family Leisure,Type_of_Travellers_Solo Leisure,index,Recommended
5.0,5.0,5.0,3.0,5.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1256,yes
2.0,2.0,2.0,2.0,2.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1260,no
2.0,1.0,2.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1261,no
3.0,4.0,4.0,4.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1262,yes
4.0,4.0,1.0,1.0,4.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1263,no
1.0,2.0,1.0,2.0,2.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1269,no
3.0,3.0,2.0,3.0,2.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1270,no
1.0,1.0,1.0,3.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1272,no
2.0,4.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1275,no
1.0,1.0,2.0,1.0,2.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1276,no
5.0,5.0,5.0,5.0,2.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1277,yes
5.0,5.0,5.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1278,yes
4.0,5.0,3.0,5.0,4.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1279,yes
1.0,1.0,2.0,2.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1282,no
3.0,4.0,4.0,4.0,2.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1283,yes
5.0,5.0,4.0,5.0,5.0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1286,yes
4.0,4.0,3.0,4.0,3.0,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1287,no
1.0,2.0,1.0,1.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1288,no
1.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1290,no
5.0,5.0,4.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1291,yes
1.0,3.0,2.0,4.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1294,no
1.0,1.0,3.0,1.0,2.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1297,no
4.0,4.0,3.0,4.0,3.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1298,yes
2.0,4.0,3.0,2.0,2.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1299,no
4.0,4.0,5.0,4.0,4.0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1300,yes
2.0,4.0,1.0,2.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1301,no
3.0,3.0,1.0,1.0,3.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1302,no
1.0,1.0,1.0,1.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1303,no
2.0,1.0,4.0,2.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1304,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1305,no
2.0,1.0,2.0,1.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1306,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1308,no
1.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1309,no
5.0,5.0,4.0,4.0,4.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1310,yes
4.0,4.0,4.0,4.0,3.0,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1313,yes
4.0,4.0,4.0,3.0,3.0,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1314,yes
2.0,2.0,1.0,3.0,2.0,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1316,no
2.0,2.0,4.0,1.0,1.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1317,no
3.0,4.0,3.0,2.0,2.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1318,no
3.0,2.0,2.0,2.0,2.0,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1319,no
2.0,3.0,4.0,2.0,4.0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1320,no
1.0,1.0,1.0,3.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1322,no
4.0,5.0,4.0,5.0,5.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1323,yes
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1324,no
4.0,5.0,3.0,4.0,4.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1326,no
2.0,3.0,2.0,2.0,1.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1330,no
3.0,1.0,3.0,1.0,2.0,2,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1331,no
1.0,5.0,3.0,1.0,1.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1333,no
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1334,no
4.0,5.0,4.0,5.0,3.0,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1335,yes
2.0,4.0,5.0,3.0,1.0,3,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1336,no
5.0,4.0,2.0,5.0,4.0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1339,yes
5.0,4.0,4.0,4.0,1.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1340,yes
4.0,3.0,3.0,2.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1341,yes
1.0,1.0,4.0,2.0,4.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1343,no
1.0,2.0,1.0,1.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1344,no
4.0,4.0,4.0,4.0,3.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1345,yes
4.0,1.0,5.0,3.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1346,no
1.0,1.0,3.0,1.0,3.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1347,no
3.0,4.0,2.0,2.0,3.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1348,no
3.0,3.0,4.0,3.0,3.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1349,no
1.0,1.0,3.0,1.0,1.0,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1350,no
2.0,3.0,1.0,3.0,1.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1351,no
4.0,5.0,4.0,2.0,4.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1352,yes
3.0,4.0,2.0,2.0,3.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1355,no
3.0,4.0,4.0,3.0,3.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1356,yes
2.0,3.0,3.0,2.0,3.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1357,no
1.0,3.0,1.0,3.0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1358,no
3.0,4.0,5.0,2.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1359,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1361,no
1.0,1.0,1.0,1.0,4.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1362,no
1.0,1.0,2.0,1.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1363,no
1.0,3.0,2.0,1.0,2.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1365,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1367,no
1.0,2.0,2.0,1.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1368,no
2.0,2.0,1.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1369,no
3.0,4.0,3.0,3.0,4.0,2,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1370,no
4.0,4.0,4.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1372,yes
1.0,4.0,1.0,2.0,2.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1374,no
4.0,4.0,4.0,3.0,2.0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1376,yes
3.0,2.0,3.0,2.0,2.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1378,no
2.0,2.0,2.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1380,no
3.0,3.0,4.0,1.0,1.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1381,yes
1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1384,no
4.0,1.0,5.0,2.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1387,no
2.0,1.0,1.0,1.0,1.0,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1388,no
2.0,2.0,2.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1389,no
3.0,2.0,3.0,4.0,2.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1394,no
5.0,3.0,1.0,4.0,3.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1395,no
3.0,3.0,3.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1397,no
1.0,2.0,3.0,2.0,3.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1399,no
1.0,2.0,3.0,2.0,3.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1400,no
5.0,5.0,5.0,4.0,1.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1403,yes
2.0,3.0,4.0,1.0,4.0,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1405,no
1.0,3.0,4.0,1.0,3.0,4,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1407,yes
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1411,no
2.0,3.0,1.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1413,no
5.0,5.0,4.0,5.0,5.0,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1414,yes
1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1415,no
2.0,5.0,4.0,5.0,3.0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1419,yes
2.0,1.0,3.0,1.0,1.0,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1424,no
1.0,2.0,3.0,2.0,2.0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1425,no
2.0,4.0,3.0,1.0,2.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1426,no
3.0,5.0,2.0,3.0,3.0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1427,no
1.0,1.0,3.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1428,no
1.0,3.0,3.0,1.0,3.0,2,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1430,no
3.0,1.0,3.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1431,no
4.0,5.0,2.0,4.0,2.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1434,yes
4.0,5.0,5.0,4.0,2.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1437,yes
3.0,5.0,4.0,3.0,4.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1438,yes
2.0,4.0,5.0,2.0,4.0,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1439,yes
4.0,1.0,4.0,1.0,2.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1441,no
2.0,2.0,1.0,2.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1443,no
2.0,4.0,3.0,2.0,1.0,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1445,no
4.0,4.0,4.0,2.0,1.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1446,no
3.0,5.0,4.0,4.0,1.0,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1447,yes
4.0,5.0,5.0,4.0,3.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1449,yes
3.0,3.0,2.0,1.0,3.0,2,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1451,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1452,no
2.0,4.0,3.0,2.0,2.0,2,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1455,no
3.0,1.0,2.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1456,no
2.0,1.0,5.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1458,no
3.0,2.0,2.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1462,no
1.0,4.0,2.0,1.0,2.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1464,no
5.0,5.0,4.0,5.0,5.0,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1465,yes
2.0,2.0,3.0,1.0,3.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1466,no
2.0,3.0,3.0,1.0,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1467,no
1.0,2.0,3.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1468,no
3.0,4.0,1.0,4.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1469,no
1.0,1.0,2.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1474,no
3.0,1.0,4.0,1.0,2.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1475,no
2.0,1.0,3.0,1.0,1.0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1476,no
1.0,2.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1481,no
4.0,3.0,1.0,2.0,3.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1482,no
1.0,2.0,2.0,2.0,2.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1483,no
1.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1485,no
1.0,3.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1487,no
2.0,2.0,2.0,1.0,2.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1488,no
5.0,5.0,4.0,5.0,5.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1489,yes
2.0,1.0,2.0,1.0,3.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1493,no
2.0,3.0,3.0,1.0,1.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1496,no
1.0,3.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1498,no
4.0,4.0,4.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1500,yes
4.0,2.0,1.0,2.0,1.0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1501,no
3.0,3.0,3.0,3.0,3.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1503,yes
1.0,1.0,2.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1504,no
3.0,2.0,3.0,1.0,1.0,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1505,yes
1.0,2.0,1.0,2.0,3.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1507,no
4.0,5.0,4.0,5.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1508,yes
1.0,4.0,3.0,1.0,2.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1510,no
2.0,2.0,3.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1511,no
4.0,5.0,5.0,5.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1514,yes
1.0,3.0,3.0,1.0,4.0,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1515,no
3.0,3.0,4.0,3.0,2.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1517,yes
2.0,1.0,4.0,1.0,1.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1518,no
2.0,2.0,3.0,2.0,2.0,2,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1519,no
3.0,2.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1522,no
1.0,1.0,2.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1526,no
2.0,1.0,2.0,1.0,2.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1530,no
5.0,5.0,5.0,5.0,5.0,5,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1531,yes
1.0,2.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1533,no
2.0,2.0,2.0,3.0,4.0,2,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1538,no
1.0,2.0,2.0,1.0,1.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1540,no
4.0,4.0,4.0,4.0,4.0,4,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1543,yes
1.0,3.0,1.0,3.0,1.0,3,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1545,no
1.0,2.0,1.0,1.0,2.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1547,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1548,no
3.0,2.0,4.0,2.0,4.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1549,no
1.0,1.0,1.0,1.0,2.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1550,no
3.0,3.0,5.0,3.0,2.0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1551,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1552,no
4.0,1.0,4.0,1.0,5.0,2,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1553,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1558,yes
1.0,2.0,2.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1561,no
2.0,4.0,2.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1562,no
2.0,4.0,1.0,2.0,3.0,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1563,no
1.0,3.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1565,no
2.0,2.0,2.0,2.0,3.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1569,no
4.0,4.0,5.0,4.0,4.0,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1570,yes
3.0,5.0,1.0,2.0,2.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1571,no
2.0,1.0,4.0,1.0,3.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1572,no
3.0,1.0,3.0,1.0,4.0,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1573,no
1.0,2.0,3.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1574,no
3.0,1.0,3.0,2.0,2.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1577,no
1.0,1.0,1.0,2.0,5.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1578,no
2.0,3.0,3.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1582,no
1.0,1.0,1.0,1.0,4.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1583,no
4.0,2.0,5.0,1.0,3.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1585,no
2.0,3.0,3.0,1.0,1.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1586,no
3.0,2.0,2.0,1.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1588,no
4.0,5.0,3.0,4.0,3.0,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1589,no
3.0,1.0,3.0,2.0,4.0,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1590,no
4.0,4.0,3.0,4.0,2.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1592,yes
4.0,1.0,5.0,1.0,5.0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1598,yes
4.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1599,yes
2.0,4.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,no
3.0,3.0,3.0,3.0,3.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1601,yes
1.0,1.0,3.0,3.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1603,no
4.0,5.0,4.0,5.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1604,yes
4.0,5.0,3.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1606,yes
3.0,2.0,4.0,2.0,2.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1607,no
5.0,5.0,5.0,5.0,3.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1609,yes
3.0,2.0,4.0,2.0,1.0,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1612,yes
3.0,4.0,3.0,2.0,4.0,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1613,no
3.0,3.0,3.0,1.0,2.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1616,no
1.0,1.0,4.0,1.0,3.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1617,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1619,no
4.0,4.0,4.0,3.0,1.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1622,yes
3.0,5.0,4.0,3.0,2.0,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1623,yes
5.0,5.0,5.0,5.0,3.0,5,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1625,yes
2.0,1.0,3.0,1.0,2.0,2,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1626,no
4.0,5.0,5.0,3.0,4.0,5,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1628,no
3.0,4.0,5.0,3.0,4.0,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1629,yes
1.0,3.0,3.0,2.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1634,no
3.0,3.0,5.0,2.0,3.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1638,yes
5.0,5.0,5.0,4.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1642,yes
3.0,2.0,1.0,1.0,2.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1644,no
5.0,5.0,4.0,5.0,5.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1645,yes
3.0,4.0,3.0,1.0,2.0,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1646,no
3.0,4.0,4.0,2.0,2.0,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1647,no
4.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1649,yes
4.0,3.0,3.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1652,no
5.0,5.0,5.0,5.0,5.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1653,yes
4.0,4.0,3.0,4.0,3.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1654,yes
4.0,3.0,4.0,2.0,3.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1655,no
